first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,,,,,,Rank,Value
Cissiee,Baylis,Female,99,22-07-1951,Cost Accountant,Financial Services,High Net Worth,N,No,16,18 Dottie Park,2230,NSW,Australia,11,0.66,0.66,0.825,0.825,700,700,0.6875
Roldan,Raybould,Male,27,18-11-1975,Actuary,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,VIC,Australia,8,0.99,0.99,0.99,0.8415,700,700,0.6875
Barth,Weare,Male,18,22-08-1946,Clinical Specialist,Health,Mass Customer,N,Yes,8,784 Lotheville Court,2541,NSW,Australia,5,0.56,0.7,0.7,0.595,708,708,0.68
Alta,Pithcock,Female,64,18-11-1999,GIS Technical Architect,Financial Services,Mass Customer,N,No,2,57568 Northview Junction,2141,NSW,Australia,7,0.63,0.63,0.63,0.5355,708,708,0.68
Marc,Keunemann,Male,57,04-09-1972,Dental Hygienist,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,1.01,1.2625,1.2625,1.2625,708,708,0.68
Bertine,Smalles,Female,85,10-12-1983,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,7 Johnson Hill,3028,VIC,Australia,8,0.57,0.7125,0.890625,0.75703125,708,708,0.68
Wilbert,O'Loughnan,Male,14,18-05-1983,Paralegal,Financial Services,Mass Customer,N,Yes,6,22580 Doe Crossing Drive,4055,QLD,Australia,9,0.96,1.2,1.5,1.275,708,708,0.68
Seymour,Fellibrand,Male,28,11-10-1971,Structural Analysis Engineer,n/a,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,0.83,1.0375,1.0375,1.0375,708,708,0.68
Miran,Runchman,Female,47,09-07-1975,Nurse,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,0.63,0.63,0.63,0.5355,708,708,0.68
Dorotea,Fenwick,Female,74,12-10-1950,Nurse,Financial Services,High Net Worth,N,No,12,72 Lukken Crossing,2016,NSW,Australia,11,0.82,0.82,1.025,1.025,715,715,0.67734375
Jenny,Massy,Female,82,16-10-1963,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,0.55,0.6875,0.859375,0.73046875,715,715,0.67734375
Hyman,Petrolli,Male,8,09-09-1965,Senior Sales Associate,n/a,Affluent Customer,N,Yes,4,290 Menomonie Circle,3782,VIC,Australia,7,0.74,0.925,0.925,0.925,715,715,0.67734375
Beatrix,McGivena,Female,26,18-10-1966,Assistant Manager,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,0.42,0.525,0.65625,0.5578125,715,715,0.67734375
Nalani,Hallad,Female,15,30-11-1999,Environmental Specialist,Health,Affluent Customer,N,Yes,9,1 Oriole Crossing,3184,VIC,Australia,9,0.91,1.1375,1.421875,1.421875,719,719,0.675
Inglebert,Butland,Male,71,30-01-1966,Actuary,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,NSW,Australia,9,0.82,1.025,1.28125,1.0890625,719,719,0.675
Brendis,Pineaux,Male,12,15-01-1978,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,NSW,Australia,4,0.46,0.46,0.46,0.391,719,719,0.675
Jaimie,Lancastle,Male,71,23-10-1972,VP Marketing,n/a,Mass Customer,N,Yes,5,0 Bay Drive,2750,NSW,Australia,8,1.08,1.35,1.35,1.1475,722,722,0.6715
Glendon,Malham,Male,36,21-08-1965,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,Australia,6,0.45,0.45,0.45,0.3825,722,722,0.6715
Morganica,Bentke,Female,40,03-01-1977,Marketing Assistant,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,0.76,0.95,1.1875,1.1875,724,724,0.67
Calida,Schaben,Female,54,06-03-1969,Recruiting Manager,n/a,Mass Customer,N,Yes,10,1861 Chive Court,2199,NSW,Australia,9,0.63,0.7875,0.984375,0.83671875,725,725,0.669375
Hallsy,Voysey,Male,83,11-03-1970,Business Systems Development Analyst,n/a,Mass Customer,N,No,16,9 Westerfield Point,3437,VIC,Australia,9,0.77,0.77,0.9625,0.818125,725,725,0.669375
Lanny,Currall,Male,37,23-10-1997,Developer IV,n/a,High Net Worth,N,Yes,9,3 Redwing Center,2209,NSW,Australia,10,0.43,0.5375,0.671875,0.671875,725,725,0.669375
Son,Varney,Male,75,02-11-1993,Analog Circuit Design manager,Property,Mass Customer,N,Yes,10,189 Bayside Court,2480,NSW,Australia,7,1.05,1.3125,1.3125,1.115625,725,725,0.669375
Bartram,Caltun,Male,28,15-09-1956,Internal Auditor,Health,Affluent Customer,N,Yes,12,174 Farwell Point,2121,NSW,Australia,11,1.05,1.3125,1.640625,1.640625,725,725,0.669375
Halette,Borsi,Female,60,10-12-1961,Research Nurse,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,0.97,1.2125,1.515625,1.515625,725,725,0.669375
Killie,Densie,Male,87,28-03-1997,Environmental Tech,IT,Mass Customer,N,Yes,11,62 Dryden Junction,2042,NSW,Australia,10,0.88,1.1,1.375,1.16875,731,731,0.6640625
Mandi,Adamsson,Female,40,07-04-1992,Programmer Analyst I,Manufacturing,Mass Customer,N,Yes,5,25 Westerfield Road,4165,QLD,Australia,5,0.54,0.675,0.675,0.57375,731,731,0.6640625
Kylila,Basezzi,Female,94,11-06-1945,Assistant Manager,n/a,Mass Customer,N,Yes,9,64 Armistice Point,4217,QLD,Australia,9,0.69,0.8625,1.078125,0.91640625,733,733,0.6625
Yardley,Matten,Male,35,06-03-1991,Junior Executive,Financial Services,Mass Customer,N,No,15,74 Everett Court,4408,QLD,Australia,2,0.46,0.46,0.46,0.391,733,733,0.6625
Shepperd,Leonards,Male,17,14-04-1981,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,0.63,0.7875,0.984375,0.83671875,733,733,0.6625
Hamel,Curzey,Male,11,04-04-1990,Structural Engineer,n/a,Mass Customer,N,Yes,9,6936 Homewood Avenue,4000,QLD,Australia,7,0.41,0.5125,0.5125,0.435625,733,733,0.6625
Fancie,Woofendell,Female,68,17-09-1966,Research Nurse,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,QLD,Australia,7,0.69,0.8625,0.8625,0.733125,733,733,0.6625
Zebulen,Emtage,Male,52,01-09-1963,Senior Developer,n/a,High Net Worth,N,Yes,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,0.59,0.7375,0.7375,0.7375,733,733,0.6625
Micheil,Fleote,Male,48,20-09-1975,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,0.4,0.4,0.5,0.5,739,739,0.66
Cecily,Faircley,Female,42,12-06-1947,Accountant IV,IT,Affluent Customer,N,Yes,19,8 Bluejay Road,4301,QLD,Australia,1,0.96,1.2,1.2,1.2,739,739,0.66
Glory,Chilcott,Female,49,09-09-1939,,Telecommunications,High Net Worth,N,No,9,4286 Rowland Circle,4165,QLD,Australia,5,0.82,0.82,0.82,0.82,741,741,0.65875
Sinclair,Wark,Male,68,21-02-1974,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,NSW,Australia,9,0.63,0.7875,0.984375,0.83671875,741,741,0.65875
Tomaso,Horsley,Male,97,16-04-2001,Junior Executive,Financial Services,Mass Customer,N,Yes,10,70360 Onsgard Plaza,3977,VIC,Australia,6,0.99,1.2375,1.546875,1.31484375,741,741,0.65875
Gilli,Christophers,Female,70,02-03-1948,Database Administrator IV,Property,Affluent Customer,N,Yes,17,53870 Jay Pass,4575,QLD,Australia,9,0.68,0.85,1.0625,1.0625,744,744,0.65625
Errick,Burgin,Male,87,19-08-1998,Professor,Entertainment,Mass Customer,N,No,11,417 Killdeer Alley,2650,NSW,Australia,2,1.03,1.03,1.2875,1.094375,744,744,0.65625
Damian,Renard,Male,43,19-07-1976,Software Consultant,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,NSW,Australia,10,0.89,0.89,1.1125,1.1125,744,744,0.65625
Agnola,Batterson,Female,86,03-01-1980,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,216 Bultman Park,4305,QLD,Australia,3,0.45,0.45,0.5625,0.478125,747,747,0.6545
Riki,Wandtke,Female,25,12-05-1962,Librarian,Entertainment,Mass Customer,N,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,0.75,0.9375,0.9375,0.796875,748,748,0.65078125
Mikol,Eck,Male,99,25-07-1975,VP Marketing,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,0.82,1.025,1.28125,1.0890625,748,748,0.65078125
Phyllis,Wibberley,Female,7,10-01-1971,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,0.6,0.6,0.75,0.75,750,750,0.65
Burt,Vasechkin,Male,33,15-04-1950,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,89100 Rusk Crossing,3338,VIC,Australia,2,1.02,1.275,1.275,1.08375,751,751,0.648125
Adriana,Saundercock,U,20,,Nurse,IT,High Net Worth,N,Yes,14,82 Gina Junction,3806,VIC,Australia,7,0.98,1.225,1.225,1.225,751,751,0.648125
Trudie,Phinnessy,Female,45,04-07-1960,,Financial Services,Mass Customer,N,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,0.68,0.85,1.0625,0.903125,751,751,0.648125
Frederigo,Cribbott,Male,35,15-03-1965,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,0.58,0.58,0.58,0.493,754,754,0.646
Glenda,Eliet,Female,87,17-06-1974,Quality Control Specialist,n/a,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,Australia,7,0.85,0.85,1.0625,0.903125,755,755,0.64
Darb,,Male,80,04-06-1969,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,Australia,5,1.02,1.02,1.02,1.02,755,755,0.64
Cal,Van den Velde,Male,22,18-03-1996,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,VIC,Australia,6,0.53,0.6625,0.6625,0.6625,755,755,0.64
Stephani,Sidsaff,Female,32,29-09-1973,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,0.88,1.1,1.375,1.16875,755,755,0.64
Meade,Bampton,Male,69,25-04-1982,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,0.73,0.73,0.73,0.73,755,755,0.64
Flore,Cashen,Female,79,21-06-1978,,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4,0.68,0.68,0.68,0.68,760,760,0.6375
Leighton,Firbanks,Male,51,22-12-1973,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,0.79,0.79,0.79,0.79,760,760,0.6375
Petr,Westman,Male,5,02-11-1987,Nurse Practicioner,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,QLD,Australia,7,0.93,0.93,0.93,0.7905,760,760,0.6375
Yorgos,Dewhurst,Male,6,09-09-1950,Software Consultant,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,QLD,Australia,1,0.51,0.51,0.51,0.51,760,760,0.6375
Simmonds,Bapty,Male,52,04-01-2002,Junior Executive,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,NSW,Australia,12,0.79,0.79,0.9875,0.9875,760,760,0.6375
Hagen,MacCarter,Male,93,08-02-1983,,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9,0.41,0.5125,0.640625,0.640625,760,760,0.6375
Cazzie,Stanwix,Male,37,01-10-1960,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,0.77,0.9625,0.9625,0.9625,760,760,0.6375
Geoff,Gwillym,Male,89,22-02-1999,Clinical Specialist,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,NSW,Australia,4,1.05,1.05,1.3125,1.3125,760,760,0.6375
Simonette,,Female,4,06-04-1990,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,NSW,Australia,8,0.94,1.175,1.175,1.175,760,760,0.6375
Deirdre,Sturgeon,Female,11,22-12-1965,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,0.9,1.125,1.40625,1.1953125,760,760,0.6375
Andrea,Pendle,Female,86,05-08-1938,,n/a,High Net Worth,N,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6,0.99,1.2375,1.546875,1.546875,760,760,0.6375
Juliann,Siemantel,Female,86,15-12-1947,Librarian,Entertainment,Mass Customer,N,No,22,28 Parkside Park,3046,VIC,Australia,8,0.73,0.73,0.9125,0.775625,760,760,0.6375
Janaye,Eade,Female,23,13-12-1984,Chief Design Engineer,Health,Affluent Customer,N,No,4,2782 Northridge Street,2420,NSW,Australia,3,0.49,0.49,0.49,0.49,760,760,0.6375
Dylan,Stranio,Male,47,02-04-1953,Project Manager,Manufacturing,High Net Worth,N,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8,0.72,0.9,0.9,0.9,773,773,0.63
Mel,Rochford,Female,11,23-07-1989,Assistant Professor,Retail,Mass Customer,N,Yes,4,56334 Vera Crossing,3013,VIC,Australia,9,0.49,0.6125,0.765625,0.65078125,774,774,0.626875
Elvin,Trayhorn,Male,46,02-06-1993,VP Accounting,Financial Services,High Net Worth,N,No,10,79 Sheridan Point,2231,NSW,Australia,10,1,1,1.25,1.25,774,774,0.626875
Dmitri,Viant,U,62,,Paralegal,Financial Services,Affluent Customer,N,No,5,95960 Warner Parkway,3842,VIC,Australia,1,0.8,0.8,0.8,0.8,774,774,0.626875
Sonni,Milligan,Female,73,05-03-1988,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,04769 Dahle Plaza,3170,VIC,Australia,9,0.65,0.8125,1.015625,0.86328125,774,774,0.626875
Kellina,Haygreen,Female,38,19-01-1966,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,0.61,0.61,0.7625,0.7625,778,778,0.625
Yuma,Dennick,Male,40,10-11-1972,,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,0.96,1.2,1.2,1.02,778,778,0.625
Ashleigh,,Female,46,05-04-1996,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,6,922 Utah Avenue,3204,VIC,Australia,12,0.72,0.9,1.125,0.95625,780,780,0.62421875
Therese,Brotherhood,Female,30,28-07-1981,Food Chemist,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,NSW,Australia,10,0.97,0.97,1.2125,1.030625,780,780,0.62421875
Pansie,Beccero,Female,35,07-07-1964,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5,1.06,1.325,1.325,1.325,782,782,0.6205
Reinaldos,Simmig,Male,55,15-01-1955,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,6112 Mariners Cove Park,3147,VIC,Australia,10,1.01,1.01,1.2625,1.2625,782,782,0.6205
Calhoun,Mussington,Male,98,13-10-1992,Dental Hygienist,Health,Mass Customer,N,No,12,176 Fallview Plaza,2019,NSW,Australia,9,0.79,0.79,0.9875,0.839375,782,782,0.6205
Winn,Wells,Male,66,12-04-1994,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,544 Pawling Road,2230,NSW,Australia,10,0.87,0.87,1.0875,1.0875,785,785,0.62
Rafi,Brettelle,Male,89,12-08-1956,Operator,Health,High Net Worth,N,No,6,11 Brickson Park Alley,2166,NSW,Australia,10,0.51,0.51,0.6375,0.6375,786,786,0.61625
Fey,,Female,48,04-09-1957,Research Nurse,Health,High Net Worth,N,Yes,11,77 Paget Park,3147,VIC,Australia,12,0.62,0.775,0.96875,0.96875,786,786,0.61625
Verne,Loalday,Male,1,20-03-1982,Marketing Assistant,IT,High Net Worth,N,No,7,598 Memorial Place,2082,NSW,Australia,10,0.83,0.83,1.0375,1.0375,788,788,0.6125
Eleonora,Wiszniewski,Female,49,23-04-1980,Financial Advisor,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,QLD,Australia,2,0.71,0.71,0.71,0.71,788,788,0.6125
Fayre,Brannigan,Female,32,13-10-1992,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,31351 Sunbrook Place,2234,NSW,Australia,10,0.74,0.925,1.15625,0.9828125,788,788,0.6125
Eachelle,Noirel,Female,93,26-01-1974,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6,0.46,0.575,0.71875,0.71875,791,791,0.612
Carl,Troyes,Male,4,12-03-1973,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10,0.49,0.49,0.6125,0.520625,791,791,0.612
Cordie,Brankley,Female,79,21-09-1954,Librarian,Entertainment,High Net Worth,N,No,18,46 Westerfield Place,2195,NSW,Australia,6,0.79,0.79,0.79,0.79,793,793,0.6109375
Jackie,Pays,Male,21,09-11-1955,Developer I,Health,Mass Customer,N,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,1.06,1.06,1.325,1.12625,794,794,0.605625
Carroll,Schlagman,Female,61,25-08-1951,Clinical Specialist,Health,Affluent Customer,N,No,13,15 Fisk Road,2099,NSW,Australia,9,0.83,0.83,1.0375,1.0375,795,795,0.6035
Frans,Idale,Male,1,03-10-1969,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,Australia,2,0.77,0.77,0.77,0.6545,795,795,0.6035
Amara,Clow,Female,47,17-11-1966,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,0.78,0.975,1.21875,1.0359375,797,797,0.6
Anthony,Morison,Male,7,08-06-1938,General Manager,Health,Mass Customer,N,No,12,276 Derek Circle,2759,NSW,Australia,9,0.46,0.46,0.575,0.48875,797,797,0.6
Cherye,Stanfield,Female,0,05-07-1981,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,0.76,0.76,0.95,0.95,797,797,0.6
Ansell,Tolhurst,Male,77,11-08-1949,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,13 Montana Place,2232,NSW,Australia,10,1.08,1.08,1.35,1.35,797,797,0.6
Erminie,Rabidge,Female,64,09-03-1982,,Manufacturing,High Net Worth,N,No,17,1969 Melody Lane,2170,NSW,Australia,8,0.79,0.79,0.79,0.79,801,801,0.59765625
Rosene,Beckey,Female,25,21-05-1974,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11,0.52,0.65,0.8125,0.690625,801,801,0.59765625
Darlleen,Shalcras,Female,77,14-09-1980,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,Australia,10,0.86,0.86,1.075,0.91375,801,801,0.59765625
Bryon,Goundry,Male,79,05-02-1951,Marketing Manager,Manufacturing,Mass Customer,N,No,21,005 Kensington Street,4165,QLD,Australia,5,0.73,0.73,0.73,0.6205,804,804,0.595
Sherwin,Minocchi,Male,71,13-07-1947,Project Manager,n/a,Mass Customer,N,Yes,11,1 Alpine Crossing,2536,NSW,Australia,8,0.64,0.8,0.8,0.68,804,804,0.595
Luci,Dyter,Female,12,30-05-1952,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,2 Namekagon Trail,3981,VIC,Australia,7,1.05,1.05,1.05,1.05,804,804,0.595
Sloan,Pudney,Male,83,10-11-1964,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,0.52,0.52,0.65,0.65,804,804,0.595
Otes,Elegood,Male,67,25-11-1940,Programmer III,Financial Services,High Net Worth,N,No,21,2632 Del Mar Point,2226,NSW,Australia,11,0.63,0.63,0.7875,0.7875,808,808,0.595
Davie,Blay,Male,94,19-12-1985,Financial Analyst,Financial Services,Mass Customer,N,No,8,7021 5th Alley,2770,NSW,Australia,7,1.09,1.09,1.3625,1.158125,808,808,0.595
Dorolice,Osmon,Female,46,15-01-1961,,Financial Services,Affluent Customer,N,No,15,602 Clove Center,3046,VIC,Australia,6,0.69,0.69,0.69,0.69,810,810,0.5875
Meade,McReedy,Female,94,23-11-1968,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,0.89,1.1125,1.390625,1.390625,810,810,0.5875
Rikki,Chaffey,Male,69,11-06-1945,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,9 Spohn Way,4127,QLD,Australia,1,1.08,1.08,1.08,0.918,810,810,0.5875
Adria,Van den Velde,Female,39,10-07-1978,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7,1.06,1.325,1.325,1.325,810,810,0.5875
Dmitri,,Male,72,06-02-1991,,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,VIC,Australia,4,0.97,1.2125,1.2125,1.2125,810,810,0.5875
Maddalena,Hencke,Female,61,09-12-1952,Help Desk Operator,n/a,High Net Worth,N,No,22,64037 Swallow Crossing,4170,QLD,Australia,5,0.53,0.53,0.53,0.53,810,810,0.5875
Rand,Winchcum,Male,34,10-04-2000,Software Consultant,n/a,Affluent Customer,N,No,3,4594 Jackson Hill,2146,NSW,Australia,7,0.59,0.59,0.59,0.59,810,810,0.5875
Rowen,Sollas,Male,38,23-04-1960,Dental Hygienist,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,QLD,Australia,8,0.46,0.46,0.46,0.391,817,817,0.5865
Boothe,Hayselden,Male,42,18-05-1940,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,33 Pond Point,2291,NSW,Australia,10,0.58,0.725,0.90625,0.7703125,817,817,0.5865
Noak,Sleany,Male,1,04-05-1965,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,Australia,10,0.89,0.89,1.1125,1.1125,817,817,0.5865
Callean,Wass,Male,65,15-12-1988,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,0593 Stoughton Center,3073,VIC,Australia,8,0.82,0.82,0.82,0.82,820,820,0.584375
Keelby,Sudlow,Male,96,01-09-1988,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8042 Cherokee Court,3163,VIC,Australia,8,0.89,0.89,1.1125,1.1125,820,820,0.584375
Rodrique,Vernon,Male,70,06-08-1978,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,VIC,Australia,8,0.47,0.47,0.47,0.47,820,820,0.584375
Brod,Attrey,Male,46,05-11-1966,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,14,180 Lakewood Park,2194,NSW,Australia,8,1.02,1.275,1.275,1.08375,820,820,0.584375
Manny,Mandy,Male,36,28-01-1977,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,Australia,7,0.79,0.79,0.79,0.6715,820,820,0.584375
Becky,Lassen,Female,11,11-05-1973,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8,0.56,0.7,0.7,0.595,820,820,0.584375
Tessa,Heakey,Female,43,31-05-1971,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,Australia,6,0.93,0.93,0.93,0.7905,820,820,0.584375
Herbert,Henryson,Male,21,10-10-1995,Marketing Manager,n/a,Mass Customer,N,No,4,05123 Bobwhite Plaza,2528,NSW,Australia,9,0.83,0.83,1.0375,0.881875,820,820,0.584375
Cristie,Bence,Female,49,17-04-2000,Automation Specialist II,n/a,High Net Worth,N,No,9,3413 Schmedeman Court,4122,QLD,Australia,8,0.65,0.65,0.65,0.65,828,828,0.58
Renate,Whyte,Female,60,08-12-1963,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,0.75,0.9375,0.9375,0.9375,828,828,0.58
Toma,Woolforde,Female,67,09-03-1992,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,NSW,Australia,12,0.96,1.2,1.5,1.275,830,830,0.578
Dorie,Dunleavy,Female,24,05-05-1962,Registered Nurse,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,VIC,Australia,4,1.04,1.04,1.04,1.04,830,830,0.578
Ellie,Toope,Female,29,11-08-1973,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,0.68,0.85,1.0625,1.0625,832,832,0.575
Leonora,Swetenham,Female,66,05-10-1967,,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10,0.84,1.05,1.3125,1.115625,832,832,0.575
Teodor,Mullinder,Male,56,26-08-1962,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5,0.5,0.5,0.5,0.5,832,832,0.575
Jared,Fendlow,Male,79,25-08-1963,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,0.65,0.65,0.65,0.5525,832,832,0.575
Porty,Hansed,U,88,,General Manager,IT,Mass Customer,N,No,13,768 Southridge Drive,2112,NSW,Australia,11,1,1,1.25,1.0625,832,832,0.575
Andy,Deeming,Male,79,09-01-1979,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8,0.49,0.6125,0.6125,0.6125,832,832,0.575
Monty,Thomazin,Male,7,16-09-1951,Quality Engineer,n/a,Mass Customer,N,Yes,13,30738 Muir Avenue,3105,VIC,Australia,10,0.87,1.0875,1.359375,1.15546875,838,838,0.57375
Briano,Janowski,Male,66,17-07-1994,Analyst Programmer,n/a,Mass Customer,N,No,7,3259 Eagan Parkway,2066,NSW,Australia,8,0.53,0.53,0.53,0.4505,838,838,0.57375
Ginger,,Male,94,19-02-1939,Human Resources Manager,n/a,Mass Customer,N,No,11,160 Fremont Point,2259,NSW,Australia,8,0.72,0.72,0.9,0.765,840,840,0.57109375
Logan,Colomb,Male,74,01-01-1948,Recruiter,n/a,Mass Customer,N,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8,0.55,0.6875,0.6875,0.584375,840,840,0.57109375
Nichols,Devinn,Male,47,29-09-1979,Recruiter,n/a,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12,0.87,0.87,1.0875,1.0875,842,842,0.57
Catha,Davitt,Female,79,16-04-1958,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7,0.4,0.5,0.5,0.5,843,843,0.5695
Melosa,McOwan,Female,25,17-04-2001,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,Australia,9,0.75,0.75,0.9375,0.796875,843,843,0.5695
Maris,Leete,Female,21,14-04-1973,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,0.43,0.43,0.43,0.3655,845,845,0.563125
Wilburt,Padden,Male,22,30-09-1994,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,Australia,5,0.74,0.74,0.74,0.629,845,845,0.563125
